season,week,team,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance
2013,1,DET,REG,MIN,28,43,357,2,1,0,0,0,0,251,238,16,6.87237124520561,-0.956000103836965,0,34,112,2,2,0,12,-3.91761332872557,0,28,42,357,2,1,1,251,238,16,6.2448482044574,0,0,33,2,18,7,26,0,3,11,6,3,24,7,0,0,0,0,2,4,1,1,0,11,88,5,5,37,0,0,2,2,0,0,42,1,0,0,1,1,0,0,0,0,0,0,0,0,33;42,,,75,0,0,4,4,0,0,1,0,0,0,0,0
2013,1,GB,REG,SF,21,37,333,3,1,2,-11,0,0,341,156,16,12.8032899396494,0.120594186915291,0,19,63,1,1,1,5,-2.49025520455325,0,21,36,333,3,0,0,341,156,16,15.1304916181834,0,0,46,15,15,8,29,0,2,8,3,0,0,4,0,0,0,0,0,0,0,0,0,5,44,6,2,25,3,40,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,4,0,0,1,0,0,0,0,0
2013,1,HOU,REG,LAC,34,45,346,3,1,2,-17,0,0,279,152,19,10.3470591900053,12.8151646391912,0,28,120,0,0,0,6,-2.23825487988501,0,34,44,346,3,0,0,279,152,19,16.3861452587529,0,0,29,6,6,3,13,0,2,12,5,1,18,7,1,0,0,0,0,0,0,0,0,7,73,4,3,21,4,116,1,2,1,0,41,0.5,0,0,0,1,0,0,0,0,0,0,1,0,41,51,,41,51,0,4,4,0,0,1,1,1,0,0,41
2013,1,IND,REG,LV,18,23,178,2,0,4,-31,0,0,252,67,9,6.63616679812549,16.7949154325154,0,26,127,1,0,0,7,2.61730822204845,0,18,23,178,2,0,0,252,67,9,13.4800290471758,0,0,36,0,36,2,19,0,1,16,3,2,28,4,0,0,0,0,0,0,0,0,0,3,31,2,1,23,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1,0,0,0,0,0
2013,1,JAX,REG,KC,19,41,157,0,2,6,-50,0,0,221,110,9,-28.7407500452537,-20.3717527956497,0,23,71,0,0,0,3,-5.85377504612552,0,19,41,157,0,0,0,221,110,9,-19.7821769306611,0,0,47,0,0,2,3,0,1,2,4,0,0,3,0,0,1,0,0,0,0,0,0,5,30,5,1,0,2,48,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0
2013,1,KC,REG,JAX,21,34,173,2,0,1,-2,0,0,160,89,10,-0.802846434991807,-4.74926921374658,0,27,121,1,1,0,8,-0.0254750046879053,0,21,34,173,2,0,0,160,89,10,1.15342857991345,0,0,46,0,2,8,52,0,6,50,10,2,42,7,1,0,0,0,0,1,0,0,0,3,20,4,7,80,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,4,0,0,1,0,0,0,0,0
2013,1,LA,REG,ARI,27,38,299,2,1,0,0,0,0,195,178,14,8.9992598599549,3.86962604365851,0,24,67,0,1,0,4,-5.50206965183956,1,27,38,299,2,1,1,195,178,14,3.15576758345399,0,0,58,0,2,6,20,4,4,23,6,1,29,9,0,0,0,0,1,1,1,1,0,7,59,2,1,1,3,46,4,4,0,0,48,1,0,1,2,1,0,0,0,0,0,0,0,0,36;25;38;48,,,147,0,0,1,1,0,0,1,1,1,0,0,48
2013,1,LAC,REG,HOU,14,29,195,4,1,2,-12,0,0,267,88,11,2.15790497284615,-6.95925855210848,0,20,80,0,0,0,2,-0.697107254702132,0,14,28,195,4,0,0,267,88,11,6.79309628234478,0,0,47,20,22,1,6,0,2,17,7,1,0,7,0,0,0,0,0,0,0,0,0,7,55,5,1,5,1,42,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,4,0,0,1,0,0,0,0,0
2013,1,LV,REG,IND,19,29,217,1,2,1,-16,0,0,302,111,10,8.44208750452744,5.91869713931248,0,33,171,1,0,0,9,5.21029220924285,0,19,29,217,1,0,0,302,111,10,10.600046351998,0,0,33,0,24,5,36,0,4,31,8,0,0,1,0,0,0,0,0,0,0,0,0,8,51,6,1,5,2,47,1,2,1,0,38,0.5,0,0,1,0,0,0,0,0,0,1,0,0,38,48,,38,48,0,2,2,0,0,1,0,0,0,0,0
2013,1,MIA,REG,CLE,24,38,272,1,1,4,-17,0,0,417,112,15,7.67302988444019,5.61681192468952,0,23,20,1,0,0,1,-8.76869513284631,0,24,37,272,1,0,0,417,112,15,13.0208581602643,0,0,44,0,12,3,20,1,6,45,17,3,2,10,0,0,0,0,0,0,0,0,0,10,77,3,3,7,1,24,3,3,0,0,49,1,0,0,1,2,0,0,0,0,0,0,0,0,45;49;36,,,130,0,0,2,2,0,0,1,0,0,0,0,0
2013,1,MIN,REG,DET,18,28,236,1,3,3,-11,0,0,307,78,11,-0.339816854660551,2.64450588396617,0,22,105,2,1,1,4,-5.805904618348,0,18,28,236,1,0,0,307,78,11,3.45671137925315,0,0,54,1,19,3,15,1,0,0,3,1,10,7,0,0,0,0,0,0,1,1,0,5,52,2,1,6,2,54,1,1,0,0,52,1,0,0,0,0,1,0,0,0,0,0,0,0,52,,,52,0,0,3,3,0,0,1,0,0,0,0,0
2013,1,NE,REG,BUF,29,52,288,2,1,3,-15,0,0,385,114,18,5.79249153231227,-6.56963305977675,0,34,158,0,2,2,8,-15.6344075416878,0,29,52,288,2,0,0,385,114,18,9.77914071888141,0,0,32,20,22,2,6,2,0,0,4,0,0,3,0,0,0,0,0,0,2,2,0,4,36,1,3,32,2,35,3,3,0,0,48,1,0,0,2,1,0,0,0,0,0,0,0,0,48;33;35,,,116,0,0,2,2,0,0,1,1,1,0,0,35
2013,1,NO,REG,ATL,26,35,357,2,1,2,-16,0,0,373,160,17,12.5033130450568,10.6636372634343,0,29,78,0,0,0,1,-9.0376416023355,0,26,35,357,2,0,0,373,160,17,16.0044778043333,0,0,33,0,18,4,26,2,3,25,6,1,0,3,0,0,0,0,0,0,1,1,0,6,57,3,4,7,1,23,3,3,0,0,48,1,0,1,1,1,0,0,0,0,0,0,0,0,48;31;22,,,101,0,0,2,2,0,0,1,0,0,0,0,0
2013,1,NYG,REG,DAL,27,42,450,4,3,3,-22,0,0,376,183,18,7.95990905596766,1.70169545382988,0,14,50,0,2,2,3,-13.7021448428277,0,27,41,450,4,0,0,376,183,18,14.367203664271,0,0,53,2,18,2,12,1,2,19,7,1,91,5,0,1,0,0,0,0,0,0,0,6,52,4,5,20,1,26,1,1,0,0,20,1,0,1,0,0,0,0,0,0,0,0,0,0,20,,,20,0,0,4,4,0,0,1,0,0,0,0,0
2013,1,NYJ,REG,TB,24,39,256,1,1,5,-42,1,1,271,111,12,-7.38213386701849,-0.957388234765903,0,29,90,0,1,0,5,-0.691861380265201,0,24,38,256,1,0,0,271,111,12,5.12876118637192,0,0,36,1,23,3,17,2,3,25,5,1,38,1,0,0,1,0,1,1,1,1,0,6,45,5,1,9,1,19,3,3,0,0,48,1,0,0,1,2,0,0,0,0,0,0,0,0,43;30;48,,,121,0,0,1,1,0,0,1,0,0,0,0,0
2013,1,PHI,REG,WAS,15,25,203,2,0,3,-23,0,0,248,128,11,5.64016862968669,1.64670407772064,0,49,263,2,1,1,14,-0.659843668574467,0,15,25,203,2,1,1,248,128,11,6.786298034347,0,0,36,7,27,4,23,1,3,21,9,2,1,6,0,0,1,0,0,0,1,1,0,8,65,3,0,0,2,37,1,1,0,0,48,1,0,0,0,1,0,0,0,0,0,0,0,0,48,,,48,0,0,4,4,0,0,1,0,0,0,0,0
2013,1,PIT,REG,TEN,21,33,191,1,1,5,-28,0,0,289,69,13,-1.17712097719777,2.29640449538375,0,15,31,0,2,1,2,-10.3086834726855,0,21,33,191,1,0,0,289,69,13,5.05163389153313,0,0,33,17,29,3,13,0,1,8,3,0,0,2,0,0,1,0,1,1,0,0,0,4,47,3,1,1,4,78,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,1,0,0,0,0,0
2013,1,SEA,REG,CAR,25,33,320,1,0,2,-20,1,1,293,103,13,11.6888996342739,13.2816973142326,0,26,70,0,0,0,4,-8.30447066476336,0,25,32,320,1,0,0,293,103,13,18.4557115126943,0,0,34,0,16,1,6,2,1,6,2,0,0,2,0,0,0,0,0,0,2,2,0,9,99,0,4,48,0,0,2,2,0,0,40,1,0,1,0,1,0,0,0,0,0,0,0,0,27;40,,,67,0,0,0,0,0,0,,0,0,0,0,0
2013,1,SF,REG,GB,27,39,412,3,0,2,-8,0,0,536,143,17,25.4419834289574,13.514298085983,0,34,90,1,0,0,6,-7.57169460442897,0,27,39,412,3,0,0,536,143,17,27.4563130247979,0,0,32,7,9,2,11,1,2,11,5,1,0,5,0,0,0,0,0,0,1,1,0,11,85,6,2,8,2,60,2,3,1,0,33,0.666666666666667,0,1,1,0,0,0,0,0,0,1,0,0,27;33,48,,60,48,0,4,4,0,0,1,0,0,0,0,0
2013,1,TB,REG,NYJ,15,31,210,1,1,3,-25,0,0,264,123,10,0.413930667156819,-13.9598215779951,0,25,65,1,2,0,3,-5.74397619773957,0,15,31,210,1,0,0,264,123,10,4.16042471613036,0,0,49,0,16,7,39,2,5,42,9,1,7,5,0,0,0,0,1,2,1,1,0,13,102,3,3,35,3,92,1,1,0,0,37,1,0,0,1,0,0,0,0,0,0,0,0,0,37,,,37,0,0,2,2,0,0,1,0,0,0,0,0
2013,1,TEN,REG,PIT,11,20,125,0,0,1,-8,0,0,249,27,6,2.18971493934418,-1.24883487820625,0,42,112,1,0,0,12,-6.86837487227059,0,11,20,125,0,1,0,249,27,6,3.98737605243127,0,0,36,7,9,7,36,0,5,28,6,1,0,6,0,0,0,0,1,1,1,1,0,6,60,0,5,58,1,-1,3,3,0,0,44,1,0,2,0,1,0,0,0,0,0,0,0,0,26;44;27,,,97,0,0,1,1,0,0,1,0,0,0,0,0
2013,1,WAS,REG,PHI,30,49,329,2,2,3,-21,0,0,412,170,19,3.30833661181427,-1.25475699702899,0,18,74,1,2,1,7,-4.63711427093949,0,30,48,329,2,0,0,412,170,19,6.99848365688271,0,0,43,11,35,6,32,2,3,23,7,0,0,3,0,0,0,0,1,2,2,2,1,10,75,4,2,14,3,56,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,40,,0,40,0,3,3,0,0,1,0,0,0,0,0
2013,2,ARI,REG,DET,23,40,265,1,1,1,-4,0,0,398,105,13,-10.3477505506363,-0.650780476056614,0,25,87,1,0,0,7,-2.55004353137338,0,23,39,265,1,0,0,398,105,13,-8.89494432532267,0,0,45,0,2,6,24,0,1,5,2,0,0,4,0,0,0,18,0,0,1,1,0,7,40,2,3,10,0,0,4,4,0,0,47,1,0,1,1,2,0,0,0,0,0,0,0,0,47;23;43;33,,,146,0,0,1,1,0,0,1,0,0,0,0,0
2013,2,ATL,REG,LA,33,43,374,2,0,2,-17,0,0,251,254,17,13.3530085330131,10.3642923491342,0,16,36,1,0,0,2,-5.41563715820666,0,33,42,374,2,0,0,251,254,17,18.7336989684263,0,0,51,0,0,3,5,0,0,0,6,1,68,6,1,0,0,0,0,0,0,0,0,7,53,5,2,4,1,17,1,1,0,0,38,1,0,0,1,0,0,0,0,0,0,0,0,0,38,,,38,0,0,4,4,0,0,1,0,0,0,0,0
2013,2,BAL,REG,CLE,22,33,211,1,0,2,-14,0,0,303,106,13,4.9047118122048,4.78682635408459,0,36,99,1,1,1,5,-8.89013387780869,0,22,33,211,1,0,0,303,106,13,8.95650117884495,0,0,36,0,34,6,36,0,5,39,12,0,0,5,0,0,0,0,0,0,0,0,0,3,41,5,3,43,0,0,0,2,2,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,,50;44,,0,94,0,2,2,0,0,1,0,0,0,0,0
2013,2,BUF,REG,CAR,27,39,296,1,1,1,-9,1,1,245,175,13,0.909802268363586,5.75680262767351,1,33,149,1,0,0,9,3.49363918315269,0,27,39,296,1,0,0,245,175,13,6.92627105697715,1,0,40,19,25,5,35,0,6,46,9,1,0,7,0,0,0,0,0,0,0,0,0,7,55,3,1,19,0,0,3,4,1,0,55,0.75,0,1,0,1,1,0,0,0,0,1,0,0,55;20;48,42,,123,42,0,1,1,0,0,1,0,0,0,0,0
2013,2,CAR,REG,BUF,21,38,229,2,1,6,-46,0,0,422,98,12,-3.32395819032628,-2.65821763559392,0,32,125,0,0,0,9,-1.14756647128021,0,21,38,229,2,0,0,422,98,12,5.4741172957931,0,0,32,24,30,2,5,1,1,9,4,1,0,5,0,0,0,0,0,0,1,1,0,3,30,4,2,20,4,80,3,3,0,0,39,1,0,2,1,0,0,0,0,0,0,0,0,0,27;25;39,,,91,0,0,2,2,0,0,1,0,0,0,0,0
2013,2,CHI,REG,MIN,27,38,292,3,2,1,-8,1,1,273,125,15,-2.62753167516916,13.8079016595273,0,27,127,0,1,1,8,-3.12681624741526,0,27,37,292,3,0,0,273,125,15,7.35362409123786,0,0,48,0,10,2,16,2,1,0,3,1,44,6,1,0,0,0,0,0,2,2,0,4,35,5,0,0,6,263,1,1,0,0,20,1,0,1,0,0,0,0,0,0,0,0,0,0,20,,,20,0,0,4,4,0,0,1,0,0,0,0,0
2013,2,CIN,REG,PIT,25,45,280,1,0,0,0,0,0,416,168,12,3.92787538549505,-1.10571814531629,0,34,127,1,0,0,8,0.957255622604862,0,25,44,280,1,0,0,416,168,12,5.48000386903636,0,0,32,0,18,4,18,1,2,17,7,1,0,4,0,0,0,0,0,0,1,1,0,9,84,4,5,27,1,17,2,2,0,0,41,1,0,1,0,1,0,0,0,0,0,0,0,0,41;25,,,66,0,0,2,2,0,0,1,0,0,0,0,0
2013,2,CLE,REG,BAL,22,37,233,0,0,5,-39,0,0,355,83,11,-8.38416336711455,-0.101958940158019,0,20,65,0,0,0,1,-3.14418085443322,0,22,37,233,0,0,0,355,83,11,-0.879969884776102,0,0,42,0,32,4,13,1,2,14,3,0,0,4,0,0,0,0,0,0,1,1,0,5,33,5,4,19,2,44,2,2,0,0,51,1,0,1,0,0,1,0,0,0,0,0,0,0,21;51,,,72,0,0,0,0,0,0,,0,0,0,0,0
2013,2,DAL,REG,KC,30,42,298,1,0,3,-17,1,1,235,161,15,5.96329988043656,5.72553716954731,0,16,37,0,0,0,3,-3.57409325579705,0,30,42,298,1,1,1,235,161,15,6.8602381810699,0,0,52,0,6,6,27,0,4,24,5,0,0,3,0,0,0,2,0,0,0,0,0,5,27,4,1,22,1,35,3,3,0,0,53,1,0,0,1,0,2,0,0,0,0,0,0,0,51;30;53,,,134,0,0,1,1,0,0,1,0,0,0,0,0
2013,2,DEN,REG,NYG,30,43,307,2,0,0,0,0,0,328,127,18,21.4333505376169,5.88964286238648,0,29,107,2,1,1,5,-8.17875803459901,0,30,43,307,2,1,0,328,127,18,21.4333505376169,0,1,32,21,21,5,17,0,1,9,7,4,0,11,0,0,0,0,1,1,0,0,0,13,132,1,4,121,2,34,2,2,0,0,47,1,0,0,0,2,0,0,0,0,0,0,0,0,42;47,,,89,0,0,5,5,0,0,1,0,0,0,0,0
2013,2,DET,REG,ARI,24,36,278,2,0,1,-5,0,0,183,194,11,7.21439686886403,-2.05247725049655,0,20,49,0,1,1,5,-9.63447568385163,0,24,36,278,2,0,0,183,194,11,8.86632685436304,0,0,45,0,4,4,12,0,1,4,7,1,66,7,1,0,0,0,0,1,0,0,0,8,101,3,3,2,1,23,0,2,1,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,,47,47,0,47,47,3,3,0,0,1,0,0,0,0,0
2013,2,GB,REG,WAS,34,42,480,4,0,4,-39,0,0,256,277,19,24.8461275304238,16.8129489189241,0,24,139,1,0,0,10,1.38973794213962,0,34,41,480,4,1,1,256,277,19,26.8876343551477,0,0,31,9,19,3,14,0,1,6,3,1,5,7,0,0,0,0,0,0,0,0,0,4,40,4,1,11,2,24,1,1,0,0,28,1,0,1,0,0,0,0,0,0,0,0,0,0,28,,,28,0,0,5,5,0,0,1,0,0,0,0,0
2013,2,HOU,REG,TEN,26,48,298,3,2,2,-18,0,0,402,99,15,-6.64121950503727,-5.09924749110607,0,28,172,1,0,0,9,5.39114370169718,1,26,47,298,3,0,0,402,99,15,-3.40210865558879,0,0,50,4,6,7,26,0,4,19,8,0,0,6,0,0,1,0,0,0,0,0,0,5,40,8,5,9,4,104,0,3,3,0,,0,0,0,0,0,0,0,0,0,0,1,2,0,,50;50;46,,0,146,0,2,2,0,0,1,0,0,0,0,0
2013,2,IND,REG,MIA,25,43,321,1,1,3,-6,1,0,443,158,14,-1.84342932184553,-1.23851943847745,0,26,133,1,0,0,9,6.40375368925743,0,25,43,321,1,0,0,443,158,14,2.63971463170275,0,0,38,0,30,4,15,2,5,22,4,0,0,5,0,0,0,0,1,1,1,1,0,3,13,5,2,16,1,28,2,3,1,0,38,0.666666666666667,0,0,2,0,0,0,0,0,0,0,1,0,30;38,52,,68,52,0,2,2,0,0,1,0,0,0,0,0
2013,2,JAX,REG,LV,25,38,241,1,0,5,-27,0,0,246,93,12,-1.82589184778361,3.11298515345599,0,19,34,0,0,0,4,-5.37939388252562,0,25,37,241,1,0,0,246,93,12,3.43609026627065,0,0,47,0,20,6,17,2,3,12,3,0,0,2,0,0,0,0,1,2,1,1,0,10,70,3,1,5,4,79,1,1,0,0,27,1,0,1,0,0,0,0,0,0,0,0,0,0,27,,,27,0,0,0,0,0,0,,0,0,0,0,0
2013,2,KC,REG,DAL,21,36,223,2,0,4,-24,0,0,201,100,12,0.109033533406011,-5.74038291678709,0,25,114,0,0,0,6,0.172441186761716,0,21,34,223,2,0,0,201,100,12,7.67750325138824,0,0,47,0,6,4,18,2,3,17,3,0,0,4,0,0,0,0,0,0,2,2,0,10,45,5,3,41,2,25,1,2,0,1,40,0.5,0,0,0,1,0,0,0,0,0,0,0,0,40,,57,40,0,57,2,2,0,0,1,0,0,0,0,0
2013,2,LA,REG,ATL,32,55,352,3,1,0,0,0,0,381,204,18,3.89598086249237,-4.57467069780385,0,18,69,0,0,0,4,-0.0356101368088275,0,32,54,352,3,0,0,381,204,18,5.24597158475002,0,0,51,0,0,6,25,0,2,17,8,0,0,4,0,0,0,0,0,0,0,0,0,7,53,3,4,6,1,25,1,1,0,0,29,1,0,1,0,0,0,0,0,0,0,0,0,0,29,,,29,0,0,3,3,0,0,1,0,0,0,0,0
2013,2,LAC,REG,PHI,36,47,419,3,0,1,-6,0,0,395,171,22,29.6973194431738,16.8308563364877,0,31,126,0,1,1,7,-1.99742508829301,0,36,45,419,3,1,1,395,171,22,26.2326585029476,0,0,42,0,2,1,6,0,1,6,6,0,0,1,0,0,0,0,1,1,0,0,0,4,32,2,2,5,4,93,4,4,0,0,49,1,0,0,1,3,0,0,0,0,0,0,0,0,49;44;33;46,,,172,0,0,3,3,0,0,1,1,1,0,0,46
2013,2,LV,REG,JAX,15,24,126,0,0,3,-12,1,0,164,62,6,-1.80174093614254,4.21654326575143,0,34,226,1,1,1,7,-2.26282759550683,0,15,21,126,0,0,0,164,62,6,3.45946418480095,0,0,49,0,8,8,42,0,5,27,7,0,0,6,0,0,0,0,2,2,0,0,0,5,30,4,4,33,1,26,4,5,1,0,46,0.8,0,2,1,1,0,0,0,0,1,0,0,0,46;30;29;29,35,,134,35,0,1,1,0,0,1,0,0,0,0,0
2013,2,MIA,REG,IND,23,34,319,1,0,5,-22,2,1,232,136,14,5.28783626325061,2.85829640924931,0,27,101,2,1,0,8,-0.806207109475508,0,23,32,319,1,0,0,232,136,14,15.001461932261,0,0,42,0,28,2,2,1,3,6,10,1,0,8,0,0,0,0,2,2,0,0,0,0,0,5,0,0,2,73,1,1,0,0,54,1,0,0,0,0,1,0,0,0,0,0,0,0,54,,,54,0,0,3,3,0,0,1,0,0,0,0,0
